ds,dep_var,trend,tv,fb,intercept,depVarHat,solID
2021-02-24,12021637,18313429.3459255,198580.458749644,360738.263534683,-6868714.95621952,12004033.1119903,3_425_4
2021-02-25,11597088,18313156.0836317,104823.407350521,162352.540563706,-6868714.95621952,11711617.0753264,3_425_4
2021-02-26,11913718,18312882.8213378,410357.109763145,200514.456802501,-6868714.95621952,12055039.431684,3_425_4
2021-02-27,12166275,18312609.559044,321584.53389468,410976.674471373,-6868714.95621952,12176455.8111906,3_425_4
2021-02-28,12044441,18312336.2967502,362608.089418829,267931.683080063,-6868714.95621952,12074161.1130296,3_425_4
2021-03-01,12085080,18312063.0344564,262112.756824047,380464.770029308,-6868714.95621952,12085925.6050903,3_425_4
2021-03-02,11791196,18311789.7721626,194525.068527623,252093.428683737,-6868714.95621952,11889693.3131545,3_425_4
2021-03-03,12016537,18311516.5098688,408196.905546861,261775.770399806,-6868714.95621952,12112774.229596,3_425_4
2021-03-04,12104459,18311243.247575,341719.99499405,350117.948736932,-6868714.95621952,12134366.2350865,3_425_4
2021-03-05,12078798,18310969.9852812,281490.192249219,383195.097068654,-6868714.95621952,12106940.3183795,3_425_4
2021-03-06,12326150,18310696.7229874,436012.54789205,393335.997754315,-6868714.95621952,12271330.3124142,3_425_4
2021-03-07,12095998,18310423.4606936,404912.547931631,159173.106618035,-6868714.95621952,12005794.1590237,3_425_4
2021-03-08,12447276,18310150.1983997,384990.114838451,396368.406968483,-6868714.95621952,12222793.7639872,3_425_4
2021-03-09,12527132,18309876.9361059,416811.146500351,410641.761697556,-6868714.95621952,12268614.8880843,3_425_4
2021-03-10,12475158,18309603.6738121,427816.902657179,319150.699619632,-6868714.95621952,12187856.3198694,3_425_4
2021-03-11,12330908,18309330.4115183,339087.785400802,278433.014381823,-6868714.95621952,12058136.2550814,3_425_4
2021-03-12,12056127,18309057.1492245,161321.232775605,242001.872051003,-6868714.95621952,11843665.2978316,3_425_4
2021-03-13,12218414,18308783.8869307,302117.363332408,369910.009249743,-6868714.95621952,12112096.3032933,3_425_4
2021-03-14,12014311,18308510.6246369,374304.567699851,168467.466352172,-6868714.95621952,11982567.7024694,3_425_4
2021-03-15,12278558,18308237.3623431,376989.514459678,345619.760660884,-6868714.95621952,12162131.6812441,3_425_4
2021-03-16,12158866,18307964.1000493,211295.473549764,388606.058792568,-6868714.95621952,12039150.6761721,3_425_4
2021-03-17,11968373,18307690.8377554,285542.787728403,276246.239121071,-6868714.95621952,12000764.9083854,3_425_4
2021-03-18,12279425,18307417.5754616,431321.495759808,365371.632535559,-6868714.95621952,12235395.7475375,3_425_4
2021-03-19,12040568,18307144.3131678,156070.886420325,376034.64517169,-6868714.95621952,11970534.8885403,3_425_4
2021-03-20,11754737,18306871.050874,42433.591626033,325936.695072424,-6868714.95621952,11806526.381353,3_425_4
2021-03-21,11958562,18306597.7885802,316167.755227839,402300.536368067,-6868714.95621952,12156351.1239566,3_425_4
2021-03-22,11832692,18306324.5262864,363797.812767374,226322.414626467,-6868714.95621952,12027729.7974607,3_425_4
2021-03-23,11960377,18306051.2639926,211610.303491576,397898.881762938,-6868714.95621952,12046845.4930276,3_425_4
2021-03-24,11711790,18305778.0016988,313387.161337473,166139.822381906,-6868714.95621952,11916590.0291986,3_425_4
2021-03-25,11861192,18305504.739405,359638.040265293,209671.875648766,-6868714.95621952,12006099.6990995,3_425_4
2021-03-26,11764167,18305231.4771112,161851.420160359,276670.52041747,-6868714.95621952,11875038.4614695,3_425_4
2021-03-27,12059918,18304958.2148173,389042.995238079,355484.783036709,-6868714.95621952,12180771.0368726,3_425_4
2021-03-28,12240381,18304684.9525235,410812.816695299,389654.62810906,-6868714.95621952,12236437.4411084,3_425_4
2021-03-29,12134068,18304411.6902297,408316.334030276,250189.946976229,-6868714.95621952,12094203.0150167,3_425_4
2021-03-30,12153183,18304138.4279359,374606.758699328,227594.618129648,-6868714.95621952,12037624.8485454,3_425_4
2021-03-31,12127419,18303865.1656421,200805.096007322,348766.700991956,-6868714.95621952,11984722.0064219,3_425_4
2021-04-01,12009490,18303591.9033483,226985.805166563,333590.228555319,-6868714.95621952,11995452.9808507,3_425_4
2021-04-02,12182088,18303318.6410545,392179.382991511,358116.574296635,-6868714.95621952,12184899.6421231,3_425_4
2021-04-03,11918005,18303045.3787607,244488.485810625,240905.214053415,-6868714.95621952,11919724.1224052,3_425_4
2021-04-04,12070851,18302772.1164669,422417.991771327,202323.233724126,-6868714.95621952,12058798.3857428,3_425_4
2021-04-05,12271320,18302498.854173,413182.780917209,302794.490211502,-6868714.95621952,12149761.1690822,3_425_4
2021-04-06,12248952,18302225.5918792,427378.247119852,189130.452716263,-6868714.95621952,12050019.3354958,3_425_4
2021-04-07,12444569,18301952.3295854,349424.654954214,400101.548773079,-6868714.95621952,12182763.5770932,3_425_4
2021-04-08,12093679,18301679.0672916,343144.783888517,165786.80963689,-6868714.95621952,11941895.7045975,3_425_4
2021-04-09,12063347,18301405.8049978,206055.522477649,290038.756456874,-6868714.95621952,11928785.1277128,3_425_4
2021-04-10,12080374,18301132.542704,411684.224112395,174148.258603928,-6868714.95621952,12018250.0692008,3_425_4
2021-04-11,12280023,18300859.2804102,351307.658187697,345558.507044906,-6868714.95621952,12129010.4894233,3_425_4
2021-04-12,12083087,18300586.0181164,226293.559807719,313433.754724552,-6868714.95621952,11971598.3764291,3_425_4
2021-04-13,12076667,18300312.7558226,246175.015673949,372992.614553842,-6868714.95621952,12050765.4298308,3_425_4
2021-04-14,12269486,18300039.4935288,434236.093258864,348984.276950864,-6868714.95621952,12214544.907519,3_425_4
2021-04-15,12357736,18299766.2312349,406981.195971859,376993.418897519,-6868714.95621952,12215025.8898848,3_425_4
2021-04-16,11876023,18299492.9689411,190463.997981071,175428.543396203,-6868714.95621952,11796670.5540989,3_425_4
2021-04-17,12130322,18299219.7066473,414851.684906098,237277.355267121,-6868714.95621952,12082633.790601,3_425_4
2021-04-18,12072955,18298946.4443535,335554.916148485,227602.645424272,-6868714.95621952,11993389.0497068,3_425_4
2021-04-19,11917326,18298673.1820597,242973.804368518,200851.605779939,-6868714.95621952,11873783.6359886,3_425_4
2021-04-20,12278708,18298399.9197659,409655.491359849,355864.896369345,-6868714.95621952,12195205.3512756,3_425_4
2021-04-21,11946155,18298126.6574721,269128.919122815,205332.122537446,-6868714.95621952,11903872.7429128,3_425_4
2021-04-22,11726507,18297853.3951783,90865.6775625005,198618.062064752,-6868714.95621952,11718622.178586,3_425_4
2021-04-23,11806003,18297580.1328845,87813.3470921758,373014.900630522,-6868714.95621952,11889693.4243876,3_425_4
2021-04-24,11888204,18297306.8705906,275580.780483259,392903.681120644,-6868714.95621952,12097076.375975,3_425_4
2021-04-25,11483679,18297033.6082968,131159.87995376,193450.550039436,-6868714.95621952,11752929.0820705,3_425_4
2021-04-26,11836510,18296760.346003,388584.103450874,298414.180729516,-6868714.95621952,12115043.6739639,3_425_4
2021-04-27,12044483,18296487.0837092,334303.184570185,412936.438412144,-6868714.95621952,12175011.750472,3_425_4
2021-04-28,11697913,18296213.8214154,311658.504404001,154379.586577644,-6868714.95621952,11893536.9561775,3_425_4
2021-04-29,12149287,18295940.5591216,407373.430763691,369085.199479898,-6868714.95621952,12203684.2331457,3_425_4
2021-04-30,12387882,18295667.2968278,438147.748712826,414015.068795631,-6868714.95621952,12279115.1581167,3_425_4
2021-05-01,12225347,18295394.034534,291209.570730641,396723.433320661,-6868714.95621952,12114612.0823658,3_425_4
2021-05-02,12008490,18295120.7722402,112516.375106086,390110.017235439,-6868714.95621952,11929032.2083622,3_425_4
2021-05-03,11850813,18294847.5099464,356471.363884673,156734.008434897,-6868714.95621952,11939337.9260464,3_425_4
2021-05-04,12279587,18294574.2476525,421914.004797738,356388.35544661,-6868714.95621952,12204161.6516774,3_425_4
2021-05-05,11943441,18294300.9853587,270164.535209315,193730.897910601,-6868714.95621952,11889481.4622591,3_425_4
2021-05-06,12218455,18294027.7230649,411893.236041755,278450.932034764,-6868714.95621952,12115656.9349219,3_425_4
2021-05-07,12022267,18293754.4607711,326324.269907467,179577.444757876,-6868714.95621952,11930941.2192169,3_425_4
2021-05-08,12027522,18293481.1984773,194322.026227409,322894.287294033,-6868714.95621952,11941982.5557792,3_425_4
2021-05-09,11887270,18293207.9361835,128152.270061764,342881.130412667,-6868714.95621952,11895526.3804384,3_425_4
2021-05-10,11617531,18292934.6738897,207012.548318615,174183.692180041,-6868714.95621952,11805415.9581688,3_425_4
2021-05-11,11752803,18292661.4115959,278473.098555878,272981.490177684,-6868714.95621952,11975401.0441099,3_425_4
2021-05-12,12123123,18292388.1493021,425406.451809492,376974.495141648,-6868714.95621952,12226054.1400337,3_425_4
2021-05-13,12123442,18292114.8870082,433060.73113375,243603.371224757,-6868714.95621952,12100064.0331472,3_425_4
2021-05-14,12467147,18291841.6247144,446849.879272569,396049.073242962,-6868714.95621952,12266025.6210105,3_425_4
2021-05-15,12236311,18291568.3624206,363729.866869186,267486.612608233,-6868714.95621952,12054069.8856785,3_425_4
2021-05-16,12106850,18291295.1001268,140135.052184375,352556.273769579,-6868714.95621952,11915271.4698613,3_425_4
2021-05-17,12006782,18291021.837833,264242.316954678,315106.037558855,-6868714.95621952,12001655.236127,3_425_4
2021-05-18,11935427,18290748.5755392,325858.245641934,227962.363187266,-6868714.95621952,11975854.2281489,3_425_4
2021-05-19,11963886,18290475.3132454,172741.469464703,367862.575659038,-6868714.95621952,11962364.4021496,3_425_4
2021-05-20,11712001,18290202.0509516,92124.8757896636,290397.183634864,-6868714.95621952,11804009.1541566,3_425_4
2021-05-21,11494352,18289928.7886578,66291.2653749424,211990.364611597,-6868714.95621952,11699495.4624248,3_425_4
2021-05-22,11992874,18289655.526364,417110.748192539,374968.641554807,-6868714.95621952,12213019.9598918,3_425_4
2021-05-23,12098430,18289382.2640701,435377.264369898,328431.018932535,-6868714.95621952,12184475.5911531,3_425_4
2021-05-24,12102488,18289109.0017763,327583.05715,366505.305581702,-6868714.95621952,12114482.4082885,3_425_4
2021-05-25,12021845,18288835.7394825,307341.139050355,332083.39618814,-6868714.95621952,12059545.3185015,3_425_4
2021-05-26,11910474,18288562.4771887,344583.317461813,201012.937768385,-6868714.95621952,11965443.7761994,3_425_4
2021-05-27,12377472,18288289.2148949,430568.645147399,408589.50308425,-6868714.95621952,12258732.406907,3_425_4
2021-05-28,12204473,18288015.9526011,303763.635426842,362100.016270109,-6868714.95621952,12085164.6480785,3_425_4
2021-05-29,12347330,18287742.6903073,438781.555926862,329293.489204972,-6868714.95621952,12187102.7792196,3_425_4
2021-05-30,12194613,18287469.4280135,286723.726796187,306742.664303008,-6868714.95621952,12012220.8628932,3_425_4
2021-05-31,12276730,18287196.1657197,319285.023300364,374330.031212399,-6868714.95621952,12112096.2640129,3_425_4
2021-06-01,12143669,18286922.9034258,149080.769949442,414384.781420596,-6868714.95621952,11981673.4985764,3_425_4
2021-06-02,11922702,18286649.641132,250396.323247001,301111.556912405,-6868714.95621952,11969442.5650719,3_425_4
2021-06-03,12295451,18286376.3788382,433784.679250232,410393.503738581,-6868714.95621952,12261839.6056075,3_425_4
2021-06-04,12137519,18286103.1165444,449677.637238024,164775.893391084,-6868714.95621952,12031841.690954,3_425_4
2021-06-05,12399938,18285829.8542506,363776.6958503,390801.338430559,-6868714.95621952,12171692.932312,3_425_4
2021-06-06,12032360,18285556.5919568,276471.083480731,202941.368566734,-6868714.95621952,11896254.0877847,3_425_4
2021-06-07,12083707,18285283.329663,199830.222175134,370510.551303994,-6868714.95621952,11986909.1469226,3_425_4
2021-06-08,12286156,18285010.0673692,403670.155200812,394887.304803582,-6868714.95621952,12214852.5711541,3_425_4
2021-06-09,11974959,18284736.8050754,223072.511768728,302419.374506828,-6868714.95621952,11941513.7351314,3_425_4
2021-06-10,12296454,18284463.5427816,430805.737872282,372318.73094429,-6868714.95621952,12218873.0553786,3_425_4
2021-06-11,12236940,18284190.2804877,353373.505556153,349135.284130801,-6868714.95621952,12117984.1139552,3_425_4
2021-06-12,12132715,18283917.0181939,285625.193775468,320480.161968779,-6868714.95621952,12021307.4177187,3_425_4
2021-06-13,12079348,18283643.7559001,244822.04414504,350675.49451895,-6868714.95621952,12010426.3383446,3_425_4
2021-06-14,11817013,18283370.4936063,198672.862434711,248025.91579383,-6868714.95621952,11861354.3156153,3_425_4
2021-06-15,12083016,18283097.2313125,369084.164514946,367039.404866728,-6868714.95621952,12150505.8444747,3_425_4
2021-06-16,11939785,18282823.9690187,337449.675557751,244739.495021368,-6868714.95621952,11996298.1833783,3_425_4
2021-06-17,12092808,18282550.7067249,284961.092403271,390884.165043172,-6868714.95621952,12089681.0079518,3_425_4
2021-06-18,11988338,18282277.4444311,213605.171097619,385767.955596074,-6868714.95621952,12012935.6149052,3_425_4
2021-06-19,11815943,18282004.1821373,95379.4992297867,390891.052358292,-6868714.95621952,11899559.7775058,3_425_4
2021-06-20,11914285,18281730.9198434,383680.712216919,302518.225898013,-6868714.95621952,12099214.9017389,3_425_4
2021-06-21,12107036,18281457.6575496,437462.342194802,305299.909183998,-6868714.95621952,12155504.9527089,3_425_4
2021-06-22,11755923,18281184.3952558,158041.273191297,201412.873235724,-6868714.95621952,11771923.5854633,3_425_4
2021-06-23,11690251,18280911.132962,256581.243556096,151073.975015145,-6868714.95621952,11819851.3953137,3_425_4
2021-06-24,11673275,18280637.8706682,257843.723426306,152578.383486873,-6868714.95621952,11822345.0213619,3_425_4
2021-06-25,12095674,18280364.6083744,342268.981762554,411196.480846928,-6868714.95621952,12165115.1147644,3_425_4
2021-06-26,11792019,18280091.3460806,254953.507057157,248269.976999607,-6868714.95621952,11914599.8739178,3_425_4
2021-06-27,12015737,18279818.0837868,326260.029606622,373569.221846948,-6868714.95621952,12110932.3790208,3_425_4
2021-06-28,12027898,18279544.821493,383576.657990787,293991.810317261,-6868714.95621952,12088398.3335815,3_425_4
2021-06-29,11860819,18279271.5591992,290136.849935301,192015.486662451,-6868714.95621952,11892708.9395774,3_425_4
2021-06-30,11735097,18278998.2969053,173258.313921004,189088.251630403,-6868714.95621952,11772629.9062372,3_425_4
2021-07-01,12070676,18278725.0346115,318662.649667773,411523.830769935,-6868714.95621952,12140196.5588297,3_425_4
2021-07-02,12141599,18278451.7723177,419659.317083382,350443.161845629,-6868714.95621952,12179839.2950272,3_425_4
2021-07-03,12077409,18278178.5100239,394215.349075394,221555.147200528,-6868714.95621952,12025234.0500803,3_425_4
2021-07-04,11879223,18277905.2477301,227345.092995278,181406.944667242,-6868714.95621952,11817942.3291731,3_425_4
2021-07-05,12092126,18277631.9854363,234673.721375922,405146.445444372,-6868714.95621952,12048737.1960371,3_425_4
2021-07-06,11881538,18277358.7231425,167150.790475389,358105.825860674,-6868714.95621952,11933900.383259,3_425_4
2021-07-07,12200135,18277085.4608487,418789.099638577,405931.312076874,-6868714.95621952,12233090.9163446,3_425_4
2021-07-08,12408756,18276812.1985549,460224.736315889,406431.844147336,-6868714.95621952,12274753.8227986,3_425_4
2021-07-09,12068428,18276538.936261,298167.031525229,251935.807660544,-6868714.95621952,11957926.8192273,3_425_4
2021-07-10,12127396,18276265.6739672,274090.104708412,348311.939724402,-6868714.95621952,12029952.7621805,3_425_4
2021-07-11,11986633,18275992.4116734,362529.725628617,171594.794180356,-6868714.95621952,11941401.9752629,3_425_4
2021-07-12,12002363,18275719.1493796,262330.908313021,268985.357776062,-6868714.95621952,11938320.4592492,3_425_4
2021-07-13,11820512,18275445.8870858,242126.362705479,198063.34040032,-6868714.95621952,11846920.6339721,3_425_4
2021-07-14,11985398,18275172.624792,297366.634446042,334232.726333424,-6868714.95621952,12038057.0293519,3_425_4
2021-07-15,11970213,18274899.3624982,419450.049920662,163733.461531519,-6868714.95621952,11989367.9177309,3_425_4
2021-07-16,12189189,18274626.1002044,455699.020236119,177377.976073522,-6868714.95621952,12038988.1402945,3_425_4
2021-07-17,12004608,18274352.8379106,232346.294088077,189468.709343464,-6868714.95621952,11827452.8851226,3_425_4
2021-07-18,11992854,18274079.5756168,284404.896763861,232565.357978125,-6868714.95621952,11922334.8741392,3_425_4
2021-07-19,11892701,18273806.3133229,329242.469343911,155875.410524395,-6868714.95621952,11890209.2369717,3_425_4
2021-07-20,12150606,18273533.0510291,375793.874790848,301519.071057856,-6868714.95621952,12082131.0406583,3_425_4
2021-07-21,12063361,18273259.7887353,139964.11220655,403765.941729972,-6868714.95621952,11948274.8864523,3_425_4
2021-07-22,11879575,18272986.5264415,80354.867672732,403838.671303827,-6868714.95621952,11888465.1091986,3_425_4
2021-07-23,11769393,18272713.2641477,324467.304856902,231340.330910397,-6868714.95621952,11959805.9436955,3_425_4
2021-07-24,12223420,18272440.0018539,447867.886002772,377551.151135789,-6868714.95621952,12229144.0827729,3_425_4
2021-07-25,11957010,18272166.7395601,303542.801614354,237249.490052802,-6868714.95621952,11944244.0750077,3_425_4
2021-07-26,11702435,18271893.4772663,133972.775507951,188002.948519663,-6868714.95621952,11725154.2450744,3_425_4
2021-07-27,11845433,18271620.2149725,120402.373670726,410411.635099034,-6868714.95621952,11933719.2675227,3_425_4
2021-07-28,11757151,18271346.9526786,347459.433970381,229160.48729046,-6868714.95621952,11979251.91772,3_425_4
2021-07-29,11937404,18271073.6903848,383026.78583492,266094.340659333,-6868714.95621952,12051479.8606596,3_425_4
2021-07-30,11835067,18270800.428091,114519.267457361,359363.304645212,-6868714.95621952,11875968.0439741,3_425_4
2021-07-31,11942541,18270527.1657972,338966.710484375,356899.816836222,-6868714.95621952,12097678.7368983,3_425_4
2021-08-01,12205227,18270253.9035034,434207.62041204,375909.094334255,-6868714.95621952,12211655.6620302,3_425_4
2021-08-02,12411443,18269980.6412096,439742.85342296,402264.466502293,-6868714.95621952,12243273.0049153,3_425_4
2021-08-03,12188771,18269707.3789158,318682.73628531,312970.917241348,-6868714.95621952,12032646.0762229,3_425_4
2021-08-04,12234870,18269434.116622,397627.963781766,287031.193857551,-6868714.95621952,12085378.3180418,3_425_4
2021-08-05,12357958,18269160.8543282,364752.216498154,378760.305989819,-6868714.95621952,12143958.4205966,3_425_4
2021-08-06,12373228,18268887.5920344,372378.684560761,367142.573807542,-6868714.95621952,12139693.8941831,3_425_4
2021-08-07,12553466,18268614.3297405,420531.580311427,411716.925723772,-6868714.95621952,12232147.8795562,3_425_4
2021-08-08,12473324,18268341.0674467,372622.4746178,385390.195190699,-6868714.95621952,12157638.7810357,3_425_4
2021-08-09,12324781,18268067.8051529,435751.910111784,183523.69763182,-6868714.95621952,12018628.456677,3_425_4
2021-08-10,12237283,18267794.5428591,292727.062764601,219916.850368242,-6868714.95621952,11911723.4997724,3_425_4
2021-08-11,12399224,18267521.2805653,368476.666059239,344835.657945975,-6868714.95621952,12112118.648351,3_425_4
2021-08-12,12203097,18267248.0182715,185100.168677399,380728.194300779,-6868714.95621952,11964361.4250302,3_425_4
2021-08-13,12087279,18266974.7559777,216998.790776443,383234.575054234,-6868714.95621952,11998493.1655888,3_425_4
2021-08-14,11641812,18266701.4936839,70239.1761006103,190159.734912501,-6868714.95621952,11658385.4484775,3_425_4
2021-08-15,11953736,18266428.2313901,373056.563826264,304515.185529987,-6868714.95621952,12075285.0245268,3_425_4
2021-08-16,11972575,18266154.9690962,382078.464189863,246926.479409548,-6868714.95621952,12026444.9564761,3_425_4
2021-08-17,12114627,18265881.7068024,374794.268223329,316788.37354487,-6868714.95621952,12088749.3923511,3_425_4
2021-08-18,11849427,18265608.4445086,132384.666931112,294559.75858725,-6868714.95621952,11823837.9138075,3_425_4
2021-08-19,11779473,18265335.1822148,179368.769270734,306610.172614915,-6868714.95621952,11882599.167881,3_425_4
2021-08-20,11573027,18265061.919921,115087.615967624,251534.36225966,-6868714.95621952,11762968.9419288,3_425_4
2021-08-21,11588361,18264788.6576272,165482.680900662,295892.86217683,-6868714.95621952,11857449.2444852,3_425_4
2021-08-22,11462557,18264515.3953334,42569.3103245132,311573.909451473,-6868714.95621952,11749943.6588899,3_425_4
2021-08-23,11507873,18264242.1330396,233809.495021501,284668.510221472,-6868714.95621952,11914005.182063,3_425_4
2021-08-24,11823719,18263968.8707458,414367.413287551,312751.335443248,-6868714.95621952,12122372.663257,3_425_4
2021-08-25,11865639,18263695.608452,213029.638318217,407947.300154496,-6868714.95621952,12015957.5907052,3_425_4
2021-08-26,11872060,18263422.3461581,331699.302743208,353945.426185256,-6868714.95621952,12080352.1188671,3_425_4
2021-08-27,11806744,18263149.0838643,198928.345614321,378015.395461898,-6868714.95621952,11971377.868721,3_425_4
2021-08-28,11552259,18262875.8215705,175876.994749081,234460.061878239,-6868714.95621952,11804497.9219783,3_425_4
2021-08-29,11782692,18262602.5592767,405333.160805283,200003.734876876,-6868714.95621952,11999224.4987394,3_425_4
2021-08-30,11838691,18262329.2969829,220933.280291477,334663.466318863,-6868714.95621952,11949211.0873737,3_425_4
2021-08-31,11933553,18262056.0346891,435978.457975957,184760.182786413,-6868714.95621952,12014079.7192319,3_425_4
2021-09-01,12240009,18261782.7723953,364547.26082255,399516.657003636,-6868714.95621952,12157131.734002,3_425_4
2021-09-02,12012561,18261509.5101015,317542.820677405,240698.229288789,-6868714.95621952,11951035.6038482,3_425_4
2021-09-03,12002944,18261236.2478077,106944.374260365,397025.50706456,-6868714.95621952,11896491.1729131,3_425_4
2021-09-04,11782302,18260962.9855138,106715.451517337,355747.169581854,-6868714.95621952,11854710.6503935,3_425_4
2021-09-05,11780232,18260689.72322,324979.19823389,252211.655282781,-6868714.95621952,11969165.6205172,3_425_4
2021-09-06,11667878,18260416.4609262,104342.739801882,306243.374603449,-6868714.95621952,11802287.619112,3_425_4
2021-09-07,11721006,18260143.1986324,304503.574010233,262369.498401336,-6868714.95621952,11958301.3148245,3_425_4
2021-09-08,11621543,18259869.9363386,177138.031469713,251347.569567868,-6868714.95621952,11819640.5811567,3_425_4
2021-09-09,11716830,18259596.6740448,280758.942604386,300462.348487713,-6868714.95621952,11972103.0089174,3_425_4
2021-09-10,11767300,18259323.411751,350738.293846646,236104.94059429,-6868714.95621952,11977451.6899724,3_425_4
2021-09-11,11858845,18259050.1494572,402390.645365411,193142.711375983,-6868714.95621952,11985868.5499791,3_425_4
2021-09-12,11981172,18258776.8871634,351590.821301878,273413.163717309,-6868714.95621952,12015065.915963,3_425_4
2021-09-13,12163790,18258503.6248696,451857.756241127,238263.09804141,-6868714.95621952,12079909.5229326,3_425_4
2021-09-14,12245096,18258230.3625757,395795.94759744,264620.168362588,-6868714.95621952,12049931.5223163,3_425_4
2021-09-15,12419078,18257957.1002819,350442.804112661,408382.312664217,-6868714.95621952,12148067.2608393,3_425_4
2021-09-16,12275792,18257683.8379881,383494.291517202,282287.241201804,-6868714.95621952,12054750.4144876,3_425_4
2021-09-17,12493873,18257410.5756943,382178.950501157,409055.212788408,-6868714.95621952,12179929.7827644,3_425_4
2021-09-18,12267614,18257137.3134005,433649.427058001,156970.932129226,-6868714.95621952,11979042.7163682,3_425_4
2021-09-19,12226744,18256864.0511067,163787.721927537,339076.260338368,-6868714.95621952,11891013.0771531,3_425_4
2021-09-20,12264729,18256590.7888129,393199.573311011,278706.000403545,-6868714.95621952,12059781.4063079,3_425_4
2021-09-21,12243118,18256317.5265191,329066.114412341,314259.516398464,-6868714.95621952,12030928.2011104,3_425_4
2021-09-22,12227540,18256044.2642253,405275.495172541,232938.601390793,-6868714.95621952,12025543.4045691,3_425_4
2021-09-23,12097578,18255771.0019314,206227.202980608,300922.226485551,-6868714.95621952,11894205.4751781,3_425_4
2021-09-24,12088772,18255497.7396376,385594.368311517,216796.810359874,-6868714.95621952,11989173.9620895,3_425_4
2021-09-25,12002486,18255224.4773438,279682.657099672,232935.718859585,-6868714.95621952,11899127.8970836,3_425_4
2021-09-26,12120438,18254951.21505,315529.571500522,337980.875099272,-6868714.95621952,12039746.7054303,3_425_4
2021-09-27,12110865,18254677.9527562,295615.433395279,368239.886464643,-6868714.95621952,12049818.3163966,3_425_4
2021-09-28,11922908,18254404.6904624,217675.113434201,316442.620929457,-6868714.95621952,11919807.4686065,3_425_4
2021-09-29,11905718,18254131.4281686,361232.988216087,221888.731074779,-6868714.95621952,11968538.1912399,3_425_4
2021-09-30,12199128,18253858.1658748,427789.769279395,305316.790166009,-6868714.95621952,12118249.7691007,3_425_4
2021-10-01,12057800,18253584.903581,141317.926811676,399181.083190101,-6868714.95621952,11925368.9573632,3_425_4
2021-10-02,11762648,18253311.6412872,186020.173897795,245802.892655819,-6868714.95621952,11816419.7516213,3_425_4
2021-10-03,11560108,18253038.3789933,50663.3900307004,231340.038360837,-6868714.95621952,11666326.8511654,3_425_4
2021-10-04,11664887,18252765.1166995,340654.858315497,176371.68715006,-6868714.95621952,11901076.7059456,3_425_4
2021-10-05,11532158,18252491.8544057,214076.75308287,144751.838694132,-6868714.95621952,11742605.4899632,3_425_4
2021-10-06,11796653,18252218.5921119,392065.45404981,191262.589561971,-6868714.95621952,11966831.6795042,3_425_4
2021-10-07,11946663,18251945.3298181,374165.741588576,252232.433319019,-6868714.95621952,12009628.5485062,3_425_4
2021-10-08,11804679,18251672.0675243,198682.703713909,256160.701338201,-6868714.95621952,11837800.5163569,3_425_4
2021-10-09,11742421,18251398.8052305,124117.021621604,311767.271639819,-6868714.95621952,11818568.1422724,3_425_4
2021-10-10,11576878,18251125.5429367,152842.72907078,245574.04958464,-6868714.95621952,11780827.3653726,3_425_4
2021-10-11,11907480,18250852.2806429,333973.715242583,406384.372964719,-6868714.95621952,12122495.4126306,3_425_4
2021-10-12,12147914,18250579.018349,423929.129443997,410232.836741211,-6868714.95621952,12216026.0283147,3_425_4
2021-10-13,12265154,18250305.7560552,445848.389323697,356783.266876759,-6868714.95621952,12184222.4560362,3_425_4
2021-10-14,12051451,18250032.4937614,247678.767639941,301359.991693722,-6868714.95621952,11930356.2968756,3_425_4
2021-10-15,12128207,18249759.2314676,434539.395886363,196475.557722144,-6868714.95621952,12012059.2288566,3_425_4
2021-10-16,12131723,18249485.9691738,264787.922366058,314074.270600141,-6868714.95621952,11959633.2059205,3_425_4
2021-10-17,12024082,18249212.70688,341232.196034851,214688.257277082,-6868714.95621952,11936418.2039724,3_425_4
2021-10-18,12081401,18248939.4445862,354881.67627552,242718.18377625,-6868714.95621952,11977824.3484184,3_425_4
2021-10-19,11916549,18248666.1822924,273242.611502183,172151.266700222,-6868714.95621952,11825345.1042753,3_425_4
2021-10-20,11943079,18248392.9199986,179507.739732362,306079.471922376,-6868714.95621952,11865265.1754338,3_425_4
2021-10-21,12075059,18248119.6577048,373210.737741716,302668.168278308,-6868714.95621952,12055283.6075053,3_425_4
2021-10-22,12091856,18247846.3954109,237369.391451813,406920.459916132,-6868714.95621952,12023421.2905594,3_425_4
2021-10-23,11751629,18247573.1331171,286371.745917754,164997.667028366,-6868714.95621952,11830227.5898437,3_425_4
2021-10-24,12052806,18247299.8708233,331243.066542635,373794.16018721,-6868714.95621952,12083622.1413337,3_425_4
2021-10-25,12314440,18247026.6085295,448567.727477932,388714.556468722,-6868714.95621952,12215593.9362566,3_425_4
2021-10-26,12062908,18246753.3462357,148744.833071656,405047.057093274,-6868714.95621952,11931830.2801811,3_425_4
2021-10-27,11875542,18246480.0839419,143176.801519355,360171.796000762,-6868714.95621952,11881113.7252425,3_425_4
2021-10-28,11915534,18246206.8216481,332462.385140861,316334.269222516,-6868714.95621952,12026288.5197919,3_425_4
2021-10-29,11930765,18245933.5593543,194070.478513888,411523.37070934,-6868714.95621952,11982812.452358,3_425_4
2021-10-30,11614268,18245660.2970605,87544.3709427584,289547.656280401,-6868714.95621952,11754037.3680641,3_425_4
2021-10-31,11452533,18245387.0347666,195543.780555918,152762.811515169,-6868714.95621952,11724978.6706182,3_425_4
