date,tv,fb,context_0_center,context_100_center,fb_contribution,tv_contribution_carry,tv_contribution,bookings_noiseless,bookings_noisy,bookings_noisy_context
2016-11-14,3537,3740,0.8460745457387314,100.84607454573873,918033,880772.0,1039937.0,11957970.0,12780599.675777506,13457459.312368492
2016-11-15,7182,6524,-0.021707306065931478,99.97829269393407,1100203,795181.0,1118371.0,12218574.0,12006415.506071806,11989049.66121906
2016-11-16,3457,6482,-0.02389385856238524,99.97610614143761,1097910,869676.0,1025241.0,12123151.0,11528587.74460785,11509472.657757943
2016-11-17,4725,2723,-1.477148470995225,98.52285152900477,826971,807363.0,1019988.0,11846959.0,11612350.96822112,10430632.19142494
2016-11-18,5625,6190,0.1223136222258928,100.12231362222589,1081667,800065.0,1053190.0,12134857.0,11237470.20375169,11335321.101532405
2016-11-19,2491,5358,-1.2679337536553332,98.73206624634467,1032233,839800.0,951895.0,11984128.0,11672930.05899225,10658583.056067983
2016-11-20,4346,5532,0.7616749051386648,100.76167490513866,1042994,734890.0,930460.0,11973454.0,11815137.882196272,12424477.806307204
2016-11-21,6044,4281,0.7505160665496723,100.75051606654968,959510,713499.0,985479.0,11944989.0,12058092.885296281,12658505.738536019
2016-11-22,4854,4843,1.927266885441053,101.92726688544106,998877,757316.0,975746.0,11974623.0,11915281.32572069,13457094.834073532
2016-11-23,5083,6146,-1.145657000818106,98.8543429991819,1079173,744996.0,973731.0,12052904.0,12141696.352974262,11225170.752319777
2016-11-24,8196,6602,-0.10278879431020432,99.8972112056898,1104436,776387.0,1145207.0,12249643.0,11797886.824623318,11715655.789175155
2016-11-25,2036,3240,-0.3552239618277473,99.64477603817225,875777,902494.0,994114.0,11869891.0,12845783.044021737,12561603.874559538
2016-11-26,8551,4374,-1.1394200170974924,98.86057998290251,966265,767529.0,1152324.0,12118589.0,12134357.394796286,11222821.381118292
2016-11-27,6018,7316,-0.19725076092480776,99.8027492390752,1141644,908496.0,1179306.0,12320950.0,12831126.879146371,12673326.270406526
2016-11-28,2929,5790,2.2799856198889885,102.27998561988899,1058523,925181.0,1056986.0,12115509.0,12919853.553957134,14743842.049868325
2016-11-29,8982,6425,0.040430127758512076,100.04043012775851,1094780,823845.0,1228035.0,12322815.0,11911970.508695606,11944314.610902416
2016-11-30,3807,7478,-0.7101501019937485,99.28984989800625,1149729,972799.0,1144114.0,12293843.0,11699304.350173742,11131184.268578744
2016-12-01,288,7277,1.0520346879775093,101.05203468797751,1139679,898492.0,911452.0,12051131.0,10725177.094085816,11566804.844467824
2016-12-02,78,5059,-0.28807213051399494,99.711927869486,1013156,705799.0,709309.0,11722465.0,11956838.230783638,11726380.526372442
2016-12-03,6933,4661,0.817071784270182,100.81707178427018,986496,548684.0,860669.0,11847165.0,11464453.393043777,12118110.820459923
2016-12-04,2634,5568,0.48347449119596814,100.48347449119596,1045191,668887.0,787417.0,11832608.0,12269018.593641724,12655798.186598498
2016-12-05,3873,6009,0.2558442910583224,100.25584429105832,1071328,598252.0,772537.0,11843865.0,11199549.822788076,11404225.255634734
2016-12-06,6589,7470,-0.47044746174337415,99.52955253825662,1149333,610160.0,906665.0,12055998.0,11159946.16802749,10783588.198632792
2016-12-07,9382,3821,0.5590424483677029,100.5590424483677,924499,692278.0,1114468.0,12038967.0,12611459.28649355,13058693.245187711
2016-12-08,9187,7494,0.8112977632178858,100.81129776321788,1150521,868312.0,1281727.0,12432248.0,12347011.484637298,12996049.695211606
2016-12-09,9817,7482,1.9105027146970717,101.91050271469707,1149928,1014060.0,1455825.0,12605753.0,14008806.537086522,15537208.70884418
2016-12-10,5136,6483,-0.44011866170806474,99.55988133829193,1097964,1129940.0,1361060.0,12459024.0,13880215.487372475,13528120.558006022
2016-12-11,5426,4438,0.9791052146504009,100.9791052146504,970855,1074132.0,1318302.0,12289157.0,13552133.425395569,14335417.59711589
2016-12-12,3387,6003,1.3569538590107106,101.35695385901072,1070982,1053529.0,1205944.0,12276926.0,12183169.072112253,13268732.159320822
2016-12-13,5723,4481,0.16502662498384535,100.16502662498385,973913,964453.0,1221988.0,12195901.0,13345113.37760565,13477134.677592726
2016-12-14,5473,7386,0.06140979833265891,100.06140979833266,1145153,950791.0,1197076.0,12342229.0,12755671.290032726,12804799.128698854
2016-12-15,3935,7424,0.2910112306357263,100.29101123063573,1147048,947479.0,1124554.0,12271602.0,10513670.479581088,10746479.46408967
2016-12-16,5075,5530,-0.19513119303648824,99.80486880696351,1042872,884673.0,1113048.0,12155920.0,12660451.261281604,12504346.306852413
2016-12-17,3050,5655,1.0559296564550056,101.055929656455,1050459,864968.0,1002218.0,12052677.0,12257217.974829609,13101961.699993612
2016-12-18,579,3140,-0.4056291394278559,99.59437086057214,866785,765509.0,791564.0,11658349.0,13192314.430375537,12867811.118833251
2016-12-19,8746,6530,1.2141031339956558,101.21410313399565,1100530,597739.0,991309.0,12091839.0,12835637.64674772,13806920.153944245
2016-12-20,7301,4889,0.1704290375969153,100.17042903759692,1001955,755100.0,1083645.0,12085600.0,11712389.613877747,11848732.84395528
2016-12-21,5315,5363,-0.049883697780555555,99.95011630221944,1032546,847063.0,1086238.0,12118784.0,12231417.20623709,12191510.248012647
2016-12-22,2476,2581,-1.6507199253963754,98.34928007460363,812440,848016.0,959436.0,11771876.0,11732106.470141003,10411530.529823903
2016-12-23,3077,5938,-1.0454803183540775,98.95451968164592,1067213,754457.0,892922.0,11960135.0,12940354.48096597,12103970.226282708
2016-12-24,7757,3165,-1.017362441637628,98.98263755836237,869052,692215.0,1041280.0,11910332.0,12498524.708482677,11684634.755172575
2016-12-25,169,2877,-1.6674925782073424,98.33250742179266,842141,811868.0,819473.0,11661614.0,12478755.725732481,11144761.663166607
2016-12-26,6452,2683,0.07331176630736626,100.07331176630737,822932,640368.0,930708.0,11753640.0,12062091.464535035,12120740.877580928
2016-12-27,4534,6932,1.732969423556182,101.73296942355618,1121966,724949.0,928979.0,12050945.0,12295948.37946739,13682323.918312335
2016-12-28,4196,6683,-1.7705418073674866,98.2294581926325,1108795,731394.0,920214.0,12029009.0,11852087.719038969,10435654.273144979
2016-12-29,2579,5916,0.2566783769332841,100.25667837693328,1065931,733933.0,849988.0,11915919.0,11456489.300618753,11661832.00216538
2016-12-30,3733,5469,0.4569823506994719,100.45698235069948,1039126,646183.0,814168.0,11853294.0,11836342.871118734,12201928.75167831
2016-12-31,2979,4539,0.3801671585023542,100.38016715850236,978005,623113.0,757168.0,11735173.0,12816856.330656711,13120990.057458594
2017-01-01,8242,3291,0.21187262578401528,100.21187262578401,880287,585189.0,956079.0,11836366.0,11457024.642842831,11626522.743470043
2017-01-02,6530,5908,-0.5062851458840942,99.49371485411591,1065464,755292.0,1049142.0,12114606.0,11726319.16828305,11321291.051575776
2017-01-03,7384,4287,-1.7609623631669313,98.23903763683307,959949,827420.0,1159700.0,12119649.0,12872433.281927321,11463663.391393777
2017-01-04,5936,7292,-1.0171460224805795,98.98285397751943,1140436,897775.0,1164895.0,12305331.0,12050296.952786012,11236580.134801548
2017-01-05,1786,4284,-0.8715086203703736,99.12849137962962,959730,931263.0,1011633.0,11971363.0,12584255.782504363,11887048.886208065
2017-01-06,5240,5602,0.4948725459668656,100.49487254596687,1047257,784366.0,1020166.0,12067423.0,12371008.393956037,12766906.430729529
2017-01-07,1029,6836,-0.6104764849674506,99.38952351503255,1116928,798607.0,844912.0,11961840.0,11980861.351153228,11492480.163179267
2017-01-08,100,2893,1.5616618175710306,101.56166181757104,843685,659710.0,664210.0,11507895.0,12149617.952194424,13398947.406251248
2017-01-09,5500,4848,0.4449305773189417,100.44493057731894,999212,521399.0,768899.0,11768111.0,11550899.582514914,11906844.044370066
2017-01-10,192,7166,1.510726606457018,101.51072660645701,1134046,600689.0,609329.0,11743375.0,11535492.332528558,12744073.617694173
2017-01-11,5281,3979,0.6118423389927288,100.61184233899273,936842,475948.0,713593.0,11650435.0,12206654.748898633,12696128.620092817
2017-01-12,936,4073,-0.9895690335347928,99.01043096646521,944023,539015.0,581135.0,11525158.0,11578458.00340012,10786802.776572287
2017-01-13,8797,6002,-0.980359205160348,99.01964079483965,1070924,439667.0,835532.0,11906456.0,12608954.321187353,11824666.957059074
2017-01-14,7328,7115,-0.2449058732503977,99.7550941267496,1131437,639883.0,969643.0,12101080.0,12761678.337573074,12565753.638972756
2017-01-15,6161,2958,0.5496146828139502,100.54961468281395,849894,752769.0,1030014.0,11879908.0,11406651.504096096,11846343.250347257
2017-01-16,7442,6960,1.610850607476454,101.61085060747645,1123426,817107.0,1151997.0,12275423.0,11606438.664322514,12895119.150303677
2017-01-17,6245,6563,-1.0592845920088783,98.94071540799112,1102324,901343.0,1182368.0,12284692.0,12694309.747973187,11846882.074366085
2017-01-18,5377,6517,-1.1166489898703142,98.88335101012969,1099822,941917.0,1183882.0,12283704.0,11955850.156446824,11062530.964550573
2017-01-19,1786,5911,1.0283094884496888,101.0283094884497,1065639,946719.0,1027089.0,12092728.0,11367071.850565426,12189719.441325177
2017-01-20,4279,3633,-1.6366890211826393,98.36331097881737,909338,800411.0,992966.0,11902304.0,11928396.780205734,10619045.563259622
2017-01-21,1727,4665,-0.9012846924932287,99.09871530750677,986771,793631.0,871346.0,11858117.0,12203143.90890508,11482116.154910497
2017-01-22,643,6229,-0.07016932108934845,99.92983067891065,1083867,676663.0,705598.0,11789465.0,12424898.077010116,12368762.620138638
2017-01-23,9918,4394,0.4666378031225096,100.46663780312251,967704,560860.0,1007170.0,11974874.0,12147763.051509786,12521073.294007795
2017-01-24,8310,4119,-1.162272530267431,98.83772746973257,947495,771732.0,1145682.0,12093177.0,12707244.280228468,11777426.256014522
2017-01-25,1626,7085,-0.50161057558035,99.49838942441966,1129896,888219.0,961389.0,12091285.0,11734141.220482506,11332852.760018226
2017-01-26,395,6722,-0.014107725184937156,99.98589227481506,1110880,745296.0,763071.0,11873951.0,12157079.184357125,12145793.004209176
2017-01-27,2877,6561,-1.545860083980909,98.45413991601909,1102216,581690.0,711155.0,11813371.0,12000774.989222502,10764086.922037775
2017-01-28,3460,5829,-0.3270105146804825,99.67298948531952,1060828,544784.0,700484.0,11761312.0,11406825.849553198,11145217.437808812
2017-01-29,9257,7222,1.4870534250426375,101.48705342504263,1136895,539603.0,956168.0,12093063.0,11702706.639760049,12892349.379794158
2017-01-30,3438,6138,-1.6943141402170339,98.30568585978297,1078719,758030.0,912740.0,11991459.0,12610009.568052407,11254558.25587878
2017-01-31,7203,6838,-0.6401181941615516,99.35988180583846,1117033,713652.0,1037787.0,12154820.0,12553659.154831417,12041564.599502176
2017-02-01,3152,4660,0.5581905804209104,100.55819058042091,986427,823554.0,965394.0,11951821.0,11399009.194849653,11845561.659186382
2017-02-02,9903,7350,0.11227800240818037,100.11227800240817,1143352,769830.0,1215465.0,12358817.0,12789569.845524771,12879392.247451315
2017-02-03,3105,3714,-0.02490787491232038,99.97509212508768,915936,934034.0,1073759.0,11989695.0,12098349.919613672,12078423.619683817
2017-02-04,5699,6762,0.3592440749194944,100.35924407491949,1113010,826885.0,1083340.0,12196350.0,13346114.95471266,13633510.214648254
2017-02-05,3500,3239,-0.7531776388966076,99.2468223611034,875688,860387.0,1017887.0,11893575.0,11133607.910180587,10531065.7990633
2017-02-06,9902,6883,0.22599364162640173,100.2259936416264,1119401,812783.0,1258373.0,12377774.0,12360143.164936906,12540938.078238027
2017-02-07,7544,3525,0.8431186830576195,100.84311868305763,900379,995577.0,1335057.0,12235436.0,12408508.242745347,13083003.189191442
2017-02-08,3891,3715,0.18286775436319158,100.18286775436319,916017,1054671.0,1229766.0,12145783.0,12853059.162635636,12999353.366126189
2017-02-09,9413,2685,0.4096084010475532,100.40960840104755,823135,948030.0,1371615.0,12194750.0,12363697.798771812,12691384.519609854
2017-02-10,3163,5563,0.33555862578213813,100.33555862578214,1044887,1084003.0,1226338.0,12271225.0,12604676.546796305,12873123.447422016
2017-02-11,2059,2818,0.1724541145336917,100.17245411453369,836398,953227.0,1045882.0,11882280.0,11382416.248989359,11520379.540616311
2017-02-12,9685,5016,-0.36380231794895895,99.63619768205105,1010348,824522.0,1260347.0,12270695.0,11806036.431774393,11514994.577415226
2017-02-13,2714,4094,-0.25834154313480945,99.7416584568652,945611,969998.0,1092128.0,12037739.0,12514960.163779564,12308286.929271717
2017-02-14,3537,2774,-1.348211848258452,98.65178815174154,832060,861700.0,1020865.0,11852925.0,11902635.743173758,10824066.264566995
2017-02-15,9877,2695,0.8090445216690704,100.80904452166907,824148,794663.0,1239128.0,12063276.0,12349542.281294808,12996777.898630064
2017-02-16,4009,4350,0.30207160597511845,100.30207160597512,964531,977773.0,1158178.0,12122709.0,11951414.959254965,12193072.24403506
2017-02-17,787,3246,-0.12206127076729541,99.87793872923271,876310,888266.0,923681.0,11799991.0,11184600.245189456,11086951.22857562
2017-02-18,1520,3552,0.2640731389886299,100.26407313898864,902637,709784.0,778184.0,11680821.0,11789076.547623657,12000335.058814561
2017-02-19,3840,5766,0.7156380754653451,100.71563807546535,1057099,607507.0,780307.0,11837406.0,12417748.016654491,12990258.477026768
2017-02-20,4795,6942,0.8925914406720592,100.89259144067206,1122488,587860.0,803635.0,11926123.0,11789196.035240628,12503269.187778275
2017-02-21,1270,5966,1.5951524283344296,101.59515242833443,1068840,630681.0,687831.0,11756671.0,11924418.116451273,13200540.059118817
2017-02-22,561,6812,-0.2923890003392462,99.70761099966076,1115661,542306.0,567551.0,11683212.0,10590171.330402486,10356260.130131088
2017-02-23,4600,4026,0.4829766795474509,100.48297667954745,940447,416604.0,623604.0,11564051.0,12607386.693330461,12993768.036968421
2017-02-24,5140,7171,-0.16946653798627356,99.83053346201373,1134301,488392.0,719692.0,11853993.0,12342490.750543473,12206917.520154454
2017-02-25,3543,2627,0.6116053300925802,100.61160533009259,817207,562082.0,721517.0,11538724.0,11315910.651042417,11805194.915116481
2017-02-26,6491,5203,0.5519687484435071,100.55196874844351,1022439,539034.0,831129.0,11853568.0,11884205.680926962,12325780.679681767
2017-02-27,1080,5183,-1.2683263103044504,98.73167368969555,1021161,649406.0,698006.0,11719167.0,11519232.829395963,10504571.781152403
2017-02-28,5140,4655,-0.6085644689638048,99.3914355310362,986082,555363.0,786663.0,11772745.0,11439764.54447473,10952912.969303686
2017-03-01,3480,4801,1.554557721606283,101.55455772160629,996049,623455.0,780055.0,11776104.0,12444994.340113714,13688640.517398741
2017-03-02,9623,5426,0.6421323595087604,100.64213235950876,1036467,609201.0,1042236.0,12078703.0,10765862.551154405,11279568.438761413
2017-03-03,7037,2908,-1.2973280708280654,98.70267192917194,845126,815254.0,1131919.0,11977045.0,12041682.216263575,11003819.759601124
2017-03-04,3660,4624,1.43250549869255,101.43250549869255,983937,900626.0,1065326.0,12049263.0,12577417.436989726,13723421.835943766
2017-03-05,1617,2553,1.0520186843912003,101.0520186843912,809509,850092.0,922857.0,11732366.0,11446664.56396496,12288279.51147792
2017-03-06,1464,3133,0.6857384637059759,100.68573846370597,866149,720504.0,786384.0,11652533.0,12246297.463704588,12794888.234669369
2017-03-07,6647,4806,0.5116662466369157,100.51166624663692,996387,609239.0,908354.0,11904741.0,12643308.3980571,13052641.395366631
2017-03-08,7699,3690,-1.052193988789805,98.94780601121019,913992,712988.0,1059443.0,11973435.0,11792527.538866835,10950772.347834991
2017-03-09,6479,7238,0.7130268357578429,100.71302683575784,1137707,822464.0,1114019.0,12251726.0,12640946.211736381,13211367.680342656
2017-03-10,3580,3908,1.967463095681405,101.96746309568141,931339,887040.0,1048140.0,11979479.0,11185574.523605172,12759545.000150295
2017-03-11,5665,6539,0.8819409321807428,100.88194093218074,1101020,818644.0,1073569.0,12174589.0,12022528.929042181,12728081.674786774
2017-03-12,8526,7485,1.3163973249644325,101.31639732496443,1150076,845403.0,1229073.0,12379149.0,12470681.560608186,13523799.420579731
2017-03-13,6438,3576,0.4621363765309032,100.4621363765309,904634,946061.0,1235771.0,12140405.0,12198556.7097529,12568265.810977623
2017-03-14,3614,3201,-0.0044538997817196715,99.99554610021828,872293,961415.0,1124045.0,11996338.0,11437312.605690675,11433749.485865299
2017-03-15,7331,6586,0.4772841752885875,100.47728417528859,1103571,885089.0,1214984.0,12318555.0,13271021.830699163,13652849.170930032
2017-03-16,7827,4491,1.427090319082722,101.42709031908272,974621,965737.0,1317952.0,12292573.0,11729461.238426764,12871133.493692942
2017-03-17,5098,5060,3.9693063884666797,103.96930638846668,1013221,1048702.0,1278112.0,12291333.0,11530694.249089744,14706139.359863088
2017-03-18,2129,3145,0.3902358665987089,100.39023586659872,867240,996796.0,1092601.0,11959841.0,10918594.288117694,11230782.98139666
2017-03-19,2118,4927,-0.11809413079296226,99.88190586920703,1004482,844321.0,939631.0,11944113.0,11561834.233063944,11467358.928429574
2017-03-20,9543,3747,0.1156466269237766,100.11564662692378,918595,726660.0,1156095.0,12074690.0,12643129.571880076,12735646.873419097
2017-03-21,6870,4083,1.0610550573131072,101.06105505731311,944780,911038.0,1220188.0,12164968.0,11863383.100867337,12712227.146717822
2017-03-22,876,6497,-1.6707815268047321,98.32921847319527,1098730,954252.0,993672.0,12092402.0,11558145.320307544,10221520.098863758
2017-03-23,6677,4212,0.40602904458132905,100.40602904458133,954432,761981.0,1062446.0,12016878.0,12507276.894673359,12832100.130338421
2017-03-24,1912,4695,0.19289465700326583,100.19289465700327,988834,825071.0,911111.0,11899945.0,11218057.930846246,11372373.656448858
2017-03-25,3605,6603,0.5626640506221212,100.56266405062212,1104490,714919.0,877144.0,11981634.0,11392747.271823604,11842878.5123213
2017-03-26,4309,4890,0.3807749958202743,100.38077499582027,1002021,673377.0,867282.0,11869303.0,11060690.45199016,11365310.448646378
2017-03-27,898,2830,0.8985253332525925,100.89852533325259,837573,663571.0,703981.0,11541554.0,11512807.668388886,12231627.934990961
2017-03-28,4659,6093,0.33738803193561934,100.33738803193562,1076153,543478.0,753133.0,11829286.0,11229134.184942713,11499044.610491209
2017-03-29,3155,4916,0.6876131146126085,100.6876131146126,1003752,594277.0,736252.0,11740004.0,11204205.774503153,11754296.266193239
2017-03-30,8800,3362,-0.032993426627871754,99.96700657337213,886486,580815.0,976815.0,11863301.0,11458663.565759066,11432268.82445677
2017-03-31,3874,7397,0.9403727027711615,100.94037270277116,1145702,744564.0,918894.0,12064596.0,11815289.76779987,12567587.930016799
2017-04-01,1455,5388,-0.6389122542057573,99.36108774579424,1034106,708559.0,774034.0,11808140.0,11876314.432269113,11365184.628904507
2017-04-02,3131,5319,-0.3068178336701572,99.69318216632985,1029788,615841.0,756736.0,11786524.0,11544745.196076926,11299290.9291408
2017-04-03,6895,4264,0.15010606759071388,100.15010606759071,958264,579579.0,889854.0,11848118.0,10487651.03035996,10607735.88443253
2017-04-04,3808,3011,-0.022630998903695593,99.9773690010963,854886,704493.0,875853.0,11730739.0,11542647.498783544,11524542.699660588
2017-04-05,7998,7242,0.043520887691533755,100.04352088769153,1137909,686747.0,1046657.0,12184566.0,11619697.528521646,11654514.238674873
2017-04-06,977,6231,-0.17146743019730334,99.8285325698027,1083980,820669.0,864634.0,11948614.0,11315282.971507708,11178109.027349865
2017-04-07,5522,5751,0.7700304074686986,100.7700304074687,1056207,688236.0,936726.0,11992933.0,12428062.710879216,13044087.036854174
2017-04-08,2095,3941,0.0613394514157027,100.0613394514157,933905,731372.0,825647.0,11759552.0,11457020.291881194,11506091.853013756
2017-04-09,1413,7351,1.0195464027113175,101.01954640271131,1143402,648322.0,711907.0,11855309.0,11442936.368133271,12258573.490302324
2017-04-10,9258,3985,1.8146897457103737,101.81468974571037,937304,535509.0,952119.0,11889423.0,11436923.587344877,12888675.383913176
2017-04-11,7279,5353,0.4401324372326312,100.44013243723263,1031920,746721.0,1074276.0,12106196.0,12796412.816951096,13148518.7667372
2017-04-12,507,6810,1.2950669938243913,101.29506699382439,1115555,853796.0,876611.0,11992166.0,11614284.643958446,12650338.239017958
2017-04-13,9216,4267,-0.7379270294369157,99.26207297056308,958485,689186.0,1103906.0,12062391.0,12650163.149069436,12059821.525519904
2017-04-14,5380,6317,0.8792298001847706,100.87922980018477,1088796,856473.0,1098573.0,12187369.0,11699934.801889176,12403318.642036991
2017-04-15,1695,4859,-1.0209040799136286,98.97909592008637,999950,864138.0,940413.0,11940363.0,11961547.658838248,11144824.394907344
2017-04-16,2189,6819,0.6680285392888575,100.66802853928885,1116031,721415.0,819920.0,11935951.0,11868312.477774672,12402735.309205757
2017-04-17,512,3978,0.18197530210786791,100.18197530210787,936765,652159.0,675199.0,11611964.0,11576250.943362635,11721831.185048928
2017-04-18,4095,5457,-1.6111615355491287,98.38883846445087,1038385,518814.0,703089.0,11741474.0,12203911.218454422,10914981.99001512
2017-04-19,3197,2909,-1.113490995662101,98.8865090043379,845222,554373.0,698238.0,11543460.0,11391984.145479348,10501191.348949667
2017-04-20,7417,6121,-0.8907431688681093,99.10925683113189,1077751,553129.0,886894.0,11964645.0,12149450.244984496,11436855.709890008
2017-04-21,8920,2780,-0.5862620311270372,99.41373796887297,832654,673728.0,1075128.0,11907782.0,12354588.60007712,11885578.97517549
2017-04-22,7577,3382,-0.06662451859984833,99.93337548140015,888216,831966.0,1172931.0,12061147.0,12222963.524017565,12169663.909137687
2017-04-23,1585,6356,-0.5375213946204351,99.46247860537956,1090965,936385.0,1007710.0,12098675.0,11223003.100940099,10792985.98524375
2017-04-24,8800,3052,-0.4331053526641446,99.56689464733586,858706,770544.0,1166544.0,12025250.0,11324948.532584354,10978464.250453038
2017-04-25,3423,4533,1.6580483241251212,101.65804832412512,977584,912439.0,1066474.0,12044058.0,12330356.994284341,13656795.653584437
2017-04-26,3833,4645,-0.8142210214620135,99.18577897853798,985391,846627.0,1019112.0,12004503.0,12261887.112530993,11610510.295361383
2017-04-27,331,3697,-0.5303020614225987,99.4696979385774,914560,806828.0,821723.0,11736283.0,12199841.789200595,11775600.140062517
2017-04-28,7863,7318,-0.5888097543489914,99.41119024565101,1141745,655399.0,1009234.0,12150979.0,12658461.973772354,12187414.170293162
2017-04-29,7027,3235,0.08354752347986029,100.08354752347987,875332,791558.0,1107773.0,11983105.0,11913923.74972747,11980761.768511359
2017-04-30,6815,3186,-1.3188736966407777,98.68112630335922,870946,873861.0,1180536.0,12051482.0,11056465.702176366,10001366.744863745
2017-05-01,9641,5729,0.07855434984516256,100.07855434984516,1054896,915758.0,1349603.0,12404499.0,12849910.406204412,12912753.886080543
2017-05-02,8301,5884,-0.8963412899692317,99.10365871003077,1064060,1045203.0,1418748.0,12482808.0,12705339.27865159,11988266.246676205
2017-05-03,1636,3674,-0.15191789079268767,99.84808210920731,912691,1105710.0,1179330.0,12092021.0,11784130.994525572,11662596.681891423
2017-05-04,5928,5512,-0.898450657745788,99.10154934225422,1041770,937337.0,1204097.0,12245867.0,12971122.65501977,12252362.128823139
2017-05-05,6788,7015,-0.5505092604912287,99.44949073950878,1126283,929261.0,1234721.0,12361004.0,12605866.460111296,12165459.051718313
2017-05-06,7902,6103,0.3299510191764384,100.32995101917643,1076724,974546.0,1330136.0,12406860.0,11959188.202062326,12223149.017403476
2017-05-07,4219,4857,-0.4748134916884832,99.52518650831152,999816,1049292.0,1239147.0,12238963.0,12396063.364109667,12016212.570758881
2017-05-08,9059,2547,0.4839943605170107,100.48399436051702,808879,990038.0,1397693.0,12206572.0,12287888.476353534,12675083.964767141
2017-05-09,7976,4753,-0.4375509278264484,99.56244907217355,992796,1087760.0,1446680.0,12439476.0,11868919.954204094,11518879.211942935
2017-05-10,76,3150,-0.6266815531926603,99.37331844680735,867694,1130182.0,1133602.0,12001296.0,12377932.697116181,11876587.454562053
2017-05-11,6637,5945,0.36931008299949813,100.3693100829995,1067620,880538.0,1179203.0,12246823.0,12463581.416214127,12759029.482613726
2017-05-12,1120,4667,-2.6801165891291543,97.31988341087084,986909,906096.0,956496.0,11943405.0,11791174.595835835,9647081.32453251
2017-05-13,6081,4157,0.4448330456955799,100.44483304569557,950343,733109.0,1006754.0,11957097.0,12601712.181056328,12957578.617612792
2017-05-14,3339,5581,-0.15146654534018603,99.84853345465982,1045982,799079.0,949334.0,11995316.0,11767314.885725727,11646141.649453579
2017-05-15,4465,4357,-0.1924119529954173,99.80758804700459,965038,736553.0,937478.0,11902516.0,11338374.389734853,11184444.827338519
2017-05-16,2111,5177,-0.37111845482460964,99.62888154517539,1020776,723744.0,818739.0,11839515.0,11409047.973481378,11112153.20962169
2017-05-17,4544,4297,0.2798954348965857,100.27989543489659,960680,624446.0,828926.0,11789606.0,12550736.738340735,12774653.086258003
2017-05-18,8231,5887,1.6034581908306096,101.60345819083061,1064236,646832.0,1017227.0,12081463.0,12217320.048386803,13500086.60105129
2017-05-19,4870,4970,1.4320288752931016,101.4320288752931,1007325,778765.0,997915.0,12005240.0,11704665.24936175,12850288.34959623
2017-05-20,5774,3631,0.5180059718450312,100.51800597184503,909174,767501.0,1027331.0,11936505.0,12135642.585347865,12550047.36282389
2017-05-21,6338,3895,0.012398600170755949,100.01239860017076,930323,821571.0,1106781.0,12037104.0,11501604.332330722,11511523.212467328
2017-05-22,2145,2591,0.8681077830392896,100.86810778303929,813482,859769.0,956294.0,11769776.0,12227181.757892443,12921667.984323874
2017-05-23,9302,3359,-0.33145833626918725,99.6685416637308,886226,760706.0,1179296.0,12065522.0,11256064.058781484,10990897.389766134
2017-05-24,7173,7313,0.08906401580391732,100.08906401580391,1141493,919931.0,1242716.0,12384209.0,12781518.207010197,12852769.41965333
2017-05-25,4284,5866,-0.9663199973267224,99.03368000267328,1063004,981266.0,1174046.0,12237050.0,12373347.602301618,11600291.60444024
2017-05-26,1467,2533,0.22466179815463658,100.22466179815464,807402,921978.0,987993.0,11795395.0,11156564.127518555,11336293.566042265
2017-05-27,1382,2796,-0.36948956599837046,99.63051043400164,834235,782234.0,844424.0,11678659.0,12195600.65267458,11900008.999875885
2017-05-28,2004,4788,-0.321653726781712,99.67834627321828,995170,657975.0,748155.0,11743325.0,10901914.881667731,10644591.900242362
2017-05-29,7789,3698,-0.44406167106612054,99.55593832893388,914641,566707.0,917212.0,11831853.0,11825023.574300503,11469774.237447606
2017-05-30,389,2818,1.7416083312905428,101.74160833129054,836398,714945.0,732450.0,11568848.0,12194940.326890018,13588226.991922453
2017-05-31,7859,3569,2.0956930631463346,102.09569306314633,904052,563641.0,917296.0,11821348.0,12755201.808515485,14431756.259032553
2017-06-01,2496,7109,0.3244556973917849,100.32445569739178,1131129,709337.0,821657.0,11952786.0,11853601.663882747,12113166.221796175
2017-06-02,5212,7417,0.30499380132083376,100.30499380132083,1146700,649034.0,883574.0,12030274.0,11789083.811269434,12033078.8523261
2017-06-03,5865,6951,-0.1270855969777571,99.87291440302225,1122958,670903.0,934828.0,12057786.0,10937473.24882498,10835804.771242775
2017-06-04,6114,5746,-0.05645929208492207,99.94354070791508,1055909,720135.0,995265.0,12051174.0,12635911.526128283,12590744.092460345
2017-06-05,2187,6191,0.11571979651746019,100.11571979651745,1081724,779652.0,878067.0,11959791.0,11624766.8222291,11717342.65944307
2017-06-06,8602,5508,0.4227300802530283,100.42273008025303,1041524,696783.0,1083873.0,12125397.0,11099006.640242442,11437190.704444865
2017-06-07,9445,2946,0.4540904281713518,100.45409042817136,848755,861757.0,1286782.0,12135537.0,11331402.892187493,11694675.234724574
2017-06-08,171,5002,-1.606235909171466,98.39376409082854,1009430,1021679.0,1029374.0,12038804.0,12451226.7890255,11166238.061688328
2017-06-09,5967,5372,0.8361750383052258,100.83617503830523,1033108,793391.0,1061906.0,12095014.0,11579662.563892184,12248602.594536364
2017-06-10,4638,4627,-0.30973657511570946,99.6902634248843,984145,848021.0,1056731.0,12040876.0,11500630.7245692,11252841.464476632
2017-06-11,570,4705,0.4360240762856368,100.43602407628563,989519,815006.0,840656.0,11830175.0,11494205.63598505,11843024.89701356
